delta L,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
3.438697,31.984644,25.523198,26.217095,27.841958,25.417928,24.554788,24.021311,25.305688,23.774403,26.382279,24.956885,24.649971,34.751433,25.0779,19.179177,19.035567
3.6938,31.954169,25.497712,26.265893,27.758851,25.441899,24.568963,24.064263,25.301845,23.757633,26.38261,24.948633,24.685993,34.790297,25.099339,19.184884,19.023786
3.6938,31.706319,25.289769,26.289341,27.767142,25.466402,24.621721,24.110998,25.299599,23.754107,26.376766,24.940377,24.679749,34.801812,25.120916,19.194577,18.997661
3.429848,31.730733,25.065162,26.23876,27.84807,25.482704,24.620789,24.085996,25.28979,23.744786,26.380628,24.946932,24.677942,34.843599,25.131114,19.164954,18.992389
3.68495,31.461977,25.332848,26.23403,27.85372,25.497907,24.614528,24.036443,25.27752,23.745925,26.383886,24.976723,24.668777,34.930447,25.145554,19.156453,18.987167
3.68495,31.948436,25.54961,26.282931,27.941018,25.493628,24.610447,24.01067,25.256888,23.737696,26.405025,24.98971,24.69955,34.981887,25.155167,19.145892,18.96921
3.68495,32.030352,25.504056,26.294399,27.875053,25.518803,24.612897,24.01893,25.245025,23.728425,26.404518,25.003752,24.733484,35.051467,25.174253,19.140372,18.946043
3.68495,31.847574,25.466178,26.386374,27.844684,25.532213,24.619844,24.048234,25.246427,23.741254,26.425553,24.998161,24.736988,35.03333,25.160729,19.126023,18.950875
3.68495,31.77659,25.100007,26.328641,27.887884,25.556143,24.620735,24.049345,25.242508,23.729763,26.448545,25.000904,24.729951,35.059337,25.154231,19.1202,18.969184
3.68495,31.659428,25.237476,26.296186,27.946292,25.571942,24.593687,24.005612,25.229845,23.73887,26.466319,25.016783,24.760004,35.127008,25.163305,19.107137,18.966107
3.68495,31.759565,25.515137,26.328282,27.979115,25.570136,24.567045,23.968562,25.202416,23.725072,26.478978,25.032771,24.782012,35.186943,25.150165,19.110596,18.952664
3.68495,32.115075,25.585852,26.347553,28.02132,25.555819,24.559521,23.96227,25.212496,23.734246,26.493732,25.035858,24.81651,35.190952,25.158811,19.118462,18.966462
3.68495,32.070478,25.586275,26.423792,27.956403,25.557637,24.566267,23.98774,25.208492,23.752766,26.507402,25.035433,24.871182,35.19832,25.179755,19.118764,18.958867
3.940053,31.859818,25.337475,26.422521,27.971243,25.561147,24.587543,24.003052,25.224094,23.769606,26.523044,25.040057,24.857417,35.172615,25.180942,19.103673,18.977858
3.940053,31.876712,25.226851,26.387049,28.044121,25.574604,24.562891,23.967819,25.216235,23.776853,26.541251,25.047264,24.841082,35.208345,25.170896,19.088532,18.992798
3.940053,31.651399,25.521702,26.39274,28.041065,25.566314,24.540189,23.924383,25.208738,23.799302,26.542864,25.08185,24.841393,35.285336,25.160622,19.086271,19.011082
3.940053,32.194698,25.719083,26.43599,28.111719,25.553711,24.539679,23.922286,25.227565,23.812609,26.552804,25.085999,24.841447,35.3262,25.17619,19.099932,19.051854
3.940053,32.223893,25.682206,26.463578,28.001994,25.567165,24.544972,23.941023,25.239528,23.822133,26.567706,25.095238,24.842328,35.354326,25.186586,19.105691,19.09862
4.195156,31.99665,25.590867,26.545953,27.980111,25.571274,24.569618,23.971343,25.257575,23.823735,26.579483,25.099931,24.807927,35.334545,25.188105,19.095533,19.127277
4.195156,32.002374,25.246613,26.484712,28.033581,25.582103,24.571995,23.985923,25.269516,23.833529,26.598373,25.098608,24.779468,35.353002,25.183998,19.122527,19.132031
4.195156,31.789024,25.484894,26.447887,28.052179,25.594483,24.548597,23.959023,25.273372,23.837351,26.613704,25.116393,24.768407,35.422699,25.182092,19.13432,19.139532
4.195156,32.138695,25.726128,26.492418,28.092487,25.581026,24.536381,23.937625,25.272543,23.831864,26.619123,25.126901,24.763095,35.463325,25.178609,19.148062,19.133889
4.195156,32.334123,25.752164,26.512751,28.087462,25.577068,24.530763,23.939423,25.281026,23.821201,26.644212,25.131239,24.807021,35.482971,25.195692,19.142151,19.128962
4.195156,32.211268,25.746745,26.603255,28.021973,25.591203,24.540957,23.982834,25.28933,23.82404,26.648654,25.123553,24.809278,35.480023,25.201947,19.14117,19.117201
3.931204,32.075449,25.425988,26.558978,28.042765,25.604244,24.560617,23.994703,25.303832,23.824648,26.665989,25.120189,24.77722,35.45766,25.197657,19.145597,19.14526
3.931204,32.02034,25.453798,26.521033,28.104275,25.626657,24.547929,23.975572,25.31419,23.828149,26.674741,25.123276,24.774465,35.508817,25.203172,19.145531,19.160826
3.931204,31.955498,25.76603,26.53647,28.105224,25.616993,24.539061,23.943029,25.318143,23.831111,26.686024,25.133268,24.788164,35.578792,25.216111,19.146628,19.189899
4.186306,32.416274,25.873627,26.570963,28.173329,25.618398,24.532694,23.949148,25.318489,23.838727,26.691434,25.133901,24.810937,35.610946,25.222942,19.157666,19.190157
4.186306,32.38878,25.859483,26.615004,28.079586,25.635955,24.54883,23.985136,25.326821,23.841072,26.703142,25.122762,24.821696,35.636897,25.247169,19.163432,19.218472
4.186306,32.147089,25.666545,26.645361,28.073504,25.647191,24.585574,24.026271,25.334252,23.863185,26.707805,25.122639,24.806762,35.62591,25.259827,19.175046,19.217531
4.186306,32.1787,25.439548,26.591824,28.148661,25.669995,24.587376,24.015444,25.337128,23.871597,26.715461,25.122765,24.770258,35.649457,25.261059,19.175908,19.236251
4.186306,31.913589,25.72346,26.571228,28.144581,25.669752,24.567744,23.981253,25.339544,23.876442,26.726936,25.126278,24.746496,35.723931,25.257106,19.173952,19.23771
4.441409,32.421601,25.931786,26.624257,28.224728,25.663334,24.575078,23.974234,25.34047,23.892077,26.731835,25.136975,24.757252,35.777448,25.260353,19.184425,19.237892
4.441409,32.505697,25.919438,26.641153,28.152665,25.674743,24.57739,23.994203,25.342483,23.899535,26.740122,25.138402,24.782043,35.806203,25.273311,19.18777,19.24933
4.441409,32.297659,25.871961,26.730296,28.12596,25.692921,24.601437,24.036345,25.34833,23.900587,26.744186,25.125985,24.769698,35.795535,25.278876,19.192807,19.251701
4.441409,32.26389,25.516951,26.671072,28.175725,25.704583,24.61141,24.041781,25.359465,23.893695,26.754605,25.125402,24.737693,35.782443,25.286473,19.190109,19.264271
4.441409,32.09532,25.693918,26.64167,28.213998,25.724233,24.590805,24.016275,25.360618,23.885777,26.761493,25.1327,24.747743,35.846411,25.296262,19.19413,19.225508
4.441409,32.297848,25.958036,26.675333,28.244124,25.719928,24.586784,23.992496,25.365501,23.87682,26.772933,25.150233,24.758004,35.898463,25.304114,19.204071,19.209335
4.441409,32.578202,26.000404,26.689421,28.261103,25.722937,24.577264,23.992597,25.361343,23.866689,26.776094,25.142856,24.793246,35.920634,25.306732,19.199107,19.16696
4.441409,32.497716,25.990857,26.768899,28.197499,25.738226,24.598001,24.03016,25.36942,23.844793,26.788552,25.135016,24.833018,35.928107,25.33861,19.195099,19.152532
4.696512,32.305312,25.686345,26.742083,28.203962,25.749198,24.613936,24.046306,25.37399,23.841163,26.794935,25.131576,24.814042,35.902666,25.336755,19.190618,19.141513
4.696512,32.298503,25.627773,26.696446,28.272602,25.769346,24.595885,24.019509,25.379194,23.837722,26.805919,25.133371,24.806904,35.933088,25.343215,19.172707,19.15557
4.696512,32.1275,25.923863,26.703516,28.265816,25.761304,24.56786,23.988336,25.373231,23.84332,26.809775,25.150646,24.80919,36.022061,25.341067,19.17935,19.153306
4.696512,32.634713,26.073579,26.744535,28.350065,25.755002,24.555859,23.970508,25.376778,23.850659,26.821049,25.161841,24.837883,36.066298,25.350059,19.167205,19.153664
4.696512,32.633339,26.04894,26.776964,28.250231,25.769743,24.551626,23.995783,25.37085,23.867099,26.828945,25.170375,24.854819,36.088631,25.357401,19.161857,19.165218
4.696512,32.389502,25.877786,26.818143,28.246442,25.778742,24.589259,24.030658,25.37067,23.877038,26.833555,25.163404,24.847571,36.071319,25.372337,19.161502,19.161027
4.696512,32.416135,25.591942,26.756424,28.314073,25.794706,24.588824,24.031054,25.369155,23.892927,26.831885,25.176804,24.834857,36.082681,25.379216,19.169576,19.158163
4.696512,32.154027,25.858019,26.715489,28.323538,25.80581,24.575141,24.00456,25.370346,23.891441,26.830104,25.173849,24.840266,36.153847,25.388275,19.181259,19.163744
4.687662,32.613554,26.071481,26.750016,28.387448,25.794271,24.576637,23.99488,25.36529,23.895115,26.838013,25.179132,24.8514,36.209374,25.393289,19.191134,19.185085
4.687662,32.726121,26.036724,26.746408,28.332329,25.805129,24.58787,24.007653,25.37331,23.892952,26.842386,25.173474,24.907845,36.238661,25.421587,19.198073,19.184947
4.687662,32.538682,25.986601,26.829725,28.294061,25.814252,24.62373,24.049465,25.378945,23.897227,26.842705,25.158858,24.909816,36.23082,25.430595,19.191945,19.17526
4.687662,32.462226,25.617522,26.755393,28.336724,25.82345,24.63828,24.053131,25.378722,23.894614,26.847018,25.148091,24.884885,36.19069,25.429083,19.196806,19.171623
4.687662,32.318674,25.740007,26.712901,28.375422,25.845026,24.624174,24.020719,25.385791,23.902261,26.85263,25.153046,24.893972,36.236304,25.440026,19.190848,19.152916
4.687662,32.440503,26.010995,26.735266,28.395302,25.833726,24.612761,23.998262,25.381806,23.909729,26.863242,25.163971,24.929502,36.303229,25.462789,19.193307,19.126516
4.687662,32.767634,26.068472,26.750962,28.430995,25.83065,24.61318,23.990767,25.375688,23.912292,26.875139,25.159403,24.958057,36.330886,25.465618,19.182161,19.098548
4.687662,32.695056,26.058818,26.816989,28.348737,25.854583,24.629534,24.031728,25.377774,23.915267,26.886413,25.155529,24.963243,36.352962,25.477401,19.178156,19.065056
4.687662,32.485772,25.793956,26.804678,28.358004,25.866334,24.662078,24.057694,25.38792,23.926478,26.897571,25.14903,24.946161,36.32936,25.484589,19.171975,19.058853
4.687662,32.506101,25.726935,26.765261,28.420025,25.889889,24.656769,24.042848,25.386487,23.925244,26.908532,25.158805,24.916328,36.353607,25.487594,19.174216,19.066131
4.687662,32.298126,26.046133,26.764946,28.41272,25.881787,24.644776,24.012767,25.388805,23.904953,26.920024,25.165272,24.904718,36.418389,25.490206,19.155126,19.078684
4.687662,32.827432,26.210583,26.820355,28.499904,25.888149,24.647283,24.004689,25.383428,23.902268,26.932716,25.17893,24.925087,36.472085,25.495116,19.15778,19.089298
4.942765,32.831961,26.191869,26.850625,28.396538,25.907135,24.656067,24.029817,25.385592,23.895118,26.940445,25.174589,24.961168,36.495998,25.515222,19.155532,19.100374
4.942765,32.593817,26.057355,26.912727,28.387454,25.924237,24.685698,24.066864,25.391533,23.8902,26.948511,25.166614,24.939946,36.468093,25.519052,19.159358,19.117131
4.942765,32.606303,25.760503,26.853531,28.453348,25.938521,24.684079,24.057171,25.402385,23.890707,26.955393,25.161488,24.934902,36.452135,25.536619,19.151388,19.129735
4.942765,32.354607,26.028035,26.832152,28.46421,25.948614,24.658265,24.017815,25.399686,23.891573,26.959754,25.172375,24.938548,36.495268,25.541432,19.153369,19.127972
4.942765,32.788598,26.268387,26.877473,28.529368,25.934614,24.653944,23.999134,25.400045,23.891387,26.968498,25.179349,24.964207,36.540409,25.553922,19.159264,19.143308
4.942765,32.920396,26.258769,26.890824,28.477981,25.936552,24.646209,24.01334,25.394939,23.885566,26.969364,25.17602,25.000902,36.565805,25.5611,19.16198,19.126129
4.942765,32.746761,26.245608,26.984056,28.443882,25.957451,24.669337,24.048977,25.408487,23.88459,26.979372,25.168497,25.032588,36.562619,25.587519,19.159764,19.119065
5.197868,32.651701,25.892916,26.929952,28.480213,25.970714,24.678814,24.052148,25.406641,23.88034,26.98395,25.169953,25.012587,36.525781,25.595699,19.159194,19.093678
5.070316,32.52654,26.026948,26.895269,28.530916,25.991068,24.664248,24.022678,25.410947,23.879399,26.990035,25.177226,24.996009,36.548146,25.598755,19.167432,19.068338
5.197868,32.61979,26.318096,26.934529,28.546616,25.985812,24.651314,24.000514,25.409139,23.879285,27.001252,25.194775,25.011752,36.626827,25.606793,19.175461,19.040631
4.942765,32.9617,26.388928,26.964693,28.588492,25.986723,24.648149,24.004626,25.405753,23.874472,27.00596,25.193578,25.028529,36.667285,25.612876,19.177813,19.023623
5.197868,32.905855,26.387799,27.026722,28.507217,26.010241,24.661691,24.037076,25.408257,23.868559,27.01316,25.186764,25.035888,36.674008,25.620455,19.174773,19.028511
5.197868,32.690715,26.11347,27.00619,28.516771,26.02669,24.686485,24.072388,25.412415,23.871478,27.024882,25.180423,25.007568,36.6545,25.627955,19.177124,19.029282
5.197868,32.709666,26.017902,26.959275,28.588671,26.045182,24.673986,24.057294,25.417175,23.876779,27.032948,25.18918,25.003877,36.656567,25.637153,19.186644,19.025132
5.197868,32.505292,26.316171,26.957119,28.580583,26.041432,24.650873,24.022782,25.404383,23.883337,27.036742,25.205545,24.994056,36.707485,25.633628,19.18251,19.016493
5.197868,33.028813,26.472341,26.993392,28.672648,26.034849,24.649078,24.014228,25.405567,23.879122,27.049916,25.204732,25.020191,36.750887,25.650289,19.172519,18.998934
5.197868,33.036308,26.434973,27.016824,28.57065,26.050653,24.650855,24.04356,25.402196,23.891935,27.059105,25.203882,25.060373,36.776876,25.660498,19.173971,18.979917
5.197868,32.79519,26.317704,27.064455,28.564659,26.061907,24.690208,24.078709,25.414135,23.892521,27.070124,25.19652,25.062952,36.749443,25.68612,19.171924,18.983835
5.45297,32.804455,26.011527,26.997859,28.632745,26.076315,24.688265,24.073563,25.408415,23.884587,27.070181,25.1987,25.034263,36.718118,25.68394,19.174191,18.978317
5.45297,32.541935,26.278358,26.965702,28.649013,26.089219,24.67431,24.04146,25.415496,23.886599,27.087105,25.208575,25.032682,36.740671,25.691816,19.174135,18.994476
5.45297,32.970668,26.524735,27.010999,28.711431,26.079463,24.667615,24.034367,25.418218,23.881782,27.099417,25.214869,25.069737,36.802622,25.715183,19.172437,18.999192
5.45297,33.107944,26.515401,27.019387,28.660741,26.081495,24.674846,24.043141,25.429814,23.88243,27.109418,25.210516,25.090646,36.83127,25.718689,19.168123,19.016392
5.45297,32.925172,26.483579,27.104862,28.616338,26.09937,24.698635,24.095293,25.430557,23.896727,27.113795,25.202764,25.097488,36.84571,25.722463,19.167652,19.009567
5.45297,32.835687,26.114385,27.036572,28.644472,26.104683,24.721616,24.110066,25.44272,23.902331,27.119826,25.197084,25.071136,36.81276,25.724154,19.165457,19.029609
5.45297,32.719379,26.228965,27.000973,28.687623,26.127228,24.710845,24.088207,25.460159,23.916558,27.134183,25.216848,25.05319,36.834653,25.723096,19.170978,19.03855
5.45297,32.815013,26.508021,27.024373,28.698282,26.110967,24.703466,24.061977,25.453912,23.918412,27.14017,25.223897,25.057133,36.882486,25.730795,19.160993,19.037968
5.45297,33.153012,26.562797,27.053101,28.739771,26.116079,24.707916,24.066685,25.456565,23.928849,27.148628,25.232938,25.086118,36.93047,25.732212,19.156044,19.009746
5.45297,33.096579,26.557216,27.126873,28.646361,26.12541,24.728069,24.106955,25.459699,23.93841,27.156345,25.226638,25.105596,36.947929,25.736389,19.15396,18.98562
5.45297,32.886511,26.271077,27.10663,28.651678,26.137776,24.755843,24.131201,25.471245,23.936096,27.163974,25.223416,25.085592,36.904271,25.740201,19.147386,19.011777
5.708073,32.900145,26.179087,27.061445,28.721667,26.160829,24.745566,24.109452,25.483779,23.941174,27.172822,25.232352,25.083388,36.901357,25.759574,19.139048,19.0167
5.444121,32.703119,26.463027,27.054589,28.707906,26.154198,24.724954,24.079622,25.484854,23.932557,27.179915,25.243992,25.087245,36.929693,25.76045,19.138875,19.013682
5.444121,33.224961,26.609763,27.081725,28.786619,26.139686,24.725489,24.074215,25.491085,23.929806,27.186634,25.248465,25.112675,36.973285,25.774594,19.135225,19.017342
5.444121,33.222463,26.564783,27.110031,28.680717,26.144662,24.729196,24.100924,25.496226,23.923736,27.192589,25.245088,25.138666,37.000793,25.784964,19.1358,19.021152
5.444121,32.980122,26.42977,27.160441,28.667148,26.158925,24.769335,24.137421,25.500003,23.929837,27.200281,25.24552,25.154851,36.987529,25.809718,19.129132,19.026792
5.444121,32.982136,26.123323,27.088247,28.730062,26.160637,24.771246,24.125057,25.508496,23.921431,27.209032,25.244433,25.129632,36.965537,25.810005,19.117996,19.042474
5.699223,32.724799,26.372281,27.055043,28.725486,26.163977,24.748102,24.094991,25.50412,23.92604,27.216082,25.256476,25.094481,36.985054,25.801537,19.12695,19.04187
5.444121,33.142415,26.60259,27.095283,28.787653,26.142387,24.742382,24.074618,25.512667,23.921733,27.223947,25.269728,25.122049,37.050013,25.817565,19.126268,19.047431
5.444121,33.278429,26.592774,27.107393,28.730879,26.145069,24.739431,24.088865,25.515861,23.926025,27.235408,25.277459,25.126826,37.094488,25.822587,19.134923,19.033048
5.444121,33.098821,26.566261,27.189772,28.685277,26.15896,24.764875,24.132833,25.51514,23.911703,27.240324,25.266786,25.117301,37.090312,25.828771,19.12435,19.030193
5.699223,33.004,26.188635,27.128749,28.719154,26.175278,24.77895,24.138933,25.518517,23.903574,27.253672,25.267322,25.07925,37.062797,25.829467,19.130132,19.024761
5.444121,32.89577,26.316875,27.084887,28.774311,26.193286,24.768557,24.11815,25.528427,23.898222,27.257076,25.28328,25.083809,37.085719,25.842827,19.136269,19.009444
5.699223,32.990588,26.609398,27.114816,28.784077,26.190238,24.754385,24.096445,25.519654,23.897504,27.2637,25.293755,25.070112,37.120468,25.846125,19.148857,18.993914
5.699223,33.327574,26.684787,27.130612,28.835886,26.1879,24.7648,24.098978,25.519897,23.886331,27.272678,25.278861,25.110071,37.162899,25.869034,19.143858,18.976145
5.699223,33.266868,26.6748,27.200597,28.752968,26.210165,24.780962,24.143512,25.518599,23.887701,27.28003,25.269678,25.135756,37.185424,25.877936,19.146773,18.964654
5.699223,33.050452,26.418095,27.193034,28.774115,26.227193,24.817782,24.165535,25.519046,23.877623,27.289858,25.259349,25.15203,37.149925,25.897692,19.143365,18.981433
5.699223,33.059751,26.312733,27.153049,28.849724,26.251472,24.804857,24.132924,25.517172,23.863664,27.294762,25.266982,25.138619,37.137615,25.89702,19.13945,18.997142
5.699223,32.844064,26.613832,27.149244,28.854413,26.245664,24.784729,24.105597,25.507825,23.852828,27.299514,25.27074,25.168476,37.166955,25.905693,19.137259,18.994564
5.699223,33.363893,26.778709,27.191187,28.944837,26.239723,24.773369,24.099242,25.508143,23.848474,27.312731,25.270355,25.219984,37.224302,25.928161,19.137008,18.979295
5.699223,33.361799,26.756611,27.204398,28.831623,26.254056,24.785053,24.132618,25.522842,23.845187,27.320914,25.253616,25.232806,37.25836,25.936613,19.144478,19.003059
5.699223,33.107414,26.615019,27.248895,28.813058,26.269865,24.810954,24.184756,25.535519,23.839646,27.319875,25.245016,25.229723,37.260007,25.947233,19.163181,19.015782
5.699223,33.115852,26.316942,27.18185,28.873237,26.285414,24.809766,24.181981,25.542856,23.831228,27.322663,25.237865,25.200331,37.249641,25.949999,19.167124,19.043621
5.954326,32.863595,26.586894,27.150038,28.876753,26.297082,24.786033,24.143594,25.538694,23.824925,27.319632,25.255518,25.191608,37.275403,25.95382,19.172465,19.04867
